Assigment name,Assignment,Assignment Type,Author,Billable Hours,Category,Cost Center,Cost Center (Business Unit),Customer Responsible,Date,Employee Role,Entry Date,Hour Price,Hours Worked,Industry,Internal,Invoice Number,Invoiced,Invoicing Date,Margin,Non-Billable,Owner,Paid,Parent Company,Parent Company Home Country,Parent Company Industry,Parent Company Responsible,Parent Company Type,Payer,Payer Home Country,Payment Date,Principal,Principal Home Country,Principal Type,Responsible,Seller,Skill,Status (Registere,Tax Rate,Total,Transaction,Transaction Type,Transaction Type Englis,Transaction status (Ope,Type (Fe
 eläinsuojelurikos,20120002,Rikosoikeus,Viivi Vuosaari,0.0,,Edunvalvontapalvelu,Edunvalvontapalvelu,Jopi Jalkapuoli,2012-01-25,,2012-01-25,0.0,0.0,,False,20110027,40.0,2012-01-25,40.0,False,Viivi Vuosaari,0.0,,,,,,Kalevi Kilpikonna,Suomi,NaT,Kilpikonna Kalevi,Suomi,,Viivi Vuosaari,,,Laskutettu,Alv 23 %,40.0,Puhelinneuvottelu päämiehen kanssa,Puhelinneuvottelu,Phone meeting,Avoin,Palkkio
 eläinsuojelurikos,20120002,Rikosoikeus,Viivi Vuosaari,0.25,,Edunvalvontapalvelu,Edunvalvontapalvelu,Jopi Jalkapuoli,2012-02-16,,2012-02-16,170.0,0.25,,False,,,NaT,12.5,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Kilpikonna Kalevi,Suomi,,Viivi Vuosaari,,,Kirjattu,,42.5,Sähköposti asiakkaalle,Sähköposti asiakkaalle,Email to client,Avoin,Palkkio
 eläinsuojelurikos,20120002,Rikosoikeus,Viivi Vuosaari,0.0,,Edunvalvontapalvelu,Edunvalvontapalvelu,Jopi Jalkapuoli,2012-01-25,,2012-01-25,200.0,2.0,,False,20110027,400.0,2012-01-25,370.0,False,Viivi Vuosaari,0.0,,,,,,Kalevi Kilpikonna,Suomi,NaT,Kilpikonna Kalevi,Suomi,,Viivi Vuosaari,,,Laskutettu,Alv 23 %,400.0,Tutkittu asiaa 2 h,Tutkittu asiaa,Investigation,Avoin,Palkkio
 eläinsuojelurikos,20120002,Rikosoikeus,Viivi Vuosaari,0.0,Laskutettava,Edunvalvontapalvelu,Edunvalvontapalvelu,Jopi Jalkapuoli,2012-01-25,,2012-01-25,,0.0,,False,20110027,10.5,2012-01-25,,False,Viivi Vuosaari,0.0,,,,,,Kalevi Kilpikonna,Suomi,NaT,Kilpikonna Kalevi,Suomi,,Viivi Vuosaari,,,Laskutettu,Alv 23 %,10.5,Valokopiot,Valokopiot,Making copies,Avoin,Kulu
 eläinsuojelurikos,20120002,Rikosoikeus,Viivi Vuosaari,0.0,,Edunvalvontapalvelu,Edunvalvontapalvelu,Jopi Jalkapuoli,2012-01-25,,2012-01-25,,0.0,,False,20110027,10.0,2012-01-25,,False,Viivi Vuosaari,0.0,,,,,,Kalevi Kilpikonna,Suomi,NaT,Kilpikonna Kalevi,Suomi,,Viivi Vuosaari,,,Laskutettu,Veroton,10.0,virkatodistus,Luokittelematon,Unclassified,Avoin,Kulu
 Perinnönjako,20120003,Perintöoikeus,Nelli Niittykumpu,2.14,Laskutettava,Palvelu,Palvelu,Lenita Lauttasaari,2012-01-25,,2012-01-25,170.0,2.14,,False,20110028,800.0,2012-01-25,770.0,False,Lenita Lauttasaari,109.7,,,,,,Ville Valo,Suomi,NaT,Valo Ville,Suomi,,Lenita Lauttasaari,,,Maksettu,Alv 23 %,800.0,Laadittu perinnönjakokirja,Sopimus,Contract,Avoin,Palkkio
 Perinnönjako,20120003,Perintöoikeus,Nelli Niittykumpu,0.0,,Palvelu,Palvelu,Lenita Lauttasaari,2012-01-25,,2012-01-25,,0.0,,False,20110028,325.69,2012-01-25,,False,Lenita Lauttasaari,44.66,,,,,,Ville Valo,Suomi,NaT,Valo Ville,Suomi,,Lenita Lauttasaari,,,Maksettu,Alv 9 %,325.69,Lentolippu Hki-Rovaniemi-Hki,Yleiskulu,General expenses,Avoin,Kulu
 Perinnönjako,20120003,Perintöoikeus,Nelli Niittykumpu,0.0,Laskutettava,Palvelu,Palvelu,Lenita Lauttasaari,2012-01-25,,2012-01-25,,0.0,,False,20110028,80.0,2012-01-25,,False,Lenita Lauttasaari,10.97,,,,,,Ville Valo,Suomi,NaT,Valo Ville,Suomi,,Lenita Lauttasaari,,,Maksettu,Alv 23 %,80.0,Lunastettu oikeuden päätös,Päätöksen lunastus,Resolution claim,Avoin,Kulu
 Perinnönjako,20120003,Perintöoikeus,Nelli Niittykumpu,2.0,,Palvelu,Palvelu,Lenita Lauttasaari,2012-05-02,,2012-05-02,170.0,2.0,,False,20110044,170.0,2012-05-02,140.0,False,Lenita Lauttasaari,0.0,,,,,,Ville Valo,Suomi,NaT,Valo Ville,Suomi,,Lenita Lauttasaari,,,Laskutettu,Alv 23 %,170.0,Muu,Muu,Other,Avoin,Palkkio
 Perinnönjako,20120003,Perintöoikeus,Nelli Niittykumpu,1.0,,Palvelu,,Lenita Lauttasaari,2012-10-05,,2012-10-05,170.0,1.0,,False,,,NaT,-30.0,True,Lenita Lauttasaari,0.0,,,,,,,,NaT,Valo Ville,Suomi,,Lenita Lauttasaari,,,Kirjattu,,0.0,Neuvottelu,Neuvottelu,Negotiation,Ei laskuteta,Palkkio
 Perinnönjako,20120003,Perintöoikeus,Nelli Niittykumpu,6.41,,Palvelu,Palvelu,Lenita Lauttasaari,2012-01-25,,2012-01-25,190.0,6.41,,False,20110028,570.0,2012-01-25,540.0,False,Lenita Lauttasaari,78.16,,,,,,Ville Valo,Suomi,NaT,Valo Ville,Suomi,,Lenita Lauttasaari,,,Maksettu,Alv 23 %,570.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Avoin,Palkkio
 Perinnönjako,20120003,Perintöoikeus,Nelli Niittykumpu,0.0,,Palvelu,Palvelu,Lenita Lauttasaari,2012-05-02,,2012-05-02,,0.0,,False,20110044,79.0,2012-05-02,,False,Lenita Lauttasaari,0.0,,,,,,Ville Valo,Suomi,NaT,Valo Ville,Suomi,,Lenita Lauttasaari,,,Laskutettu,Veroton,79.0,Oikeudenkäyntimaksu,Oikeudenkäyntimaksu,Court,Avoin,Kulu
 Perinnönjako,20120003,Perintöoikeus,Nelli Niittykumpu,0.53,,Palvelu,Palvelu,Lenita Lauttasaari,2012-01-25,,2012-01-25,170.0,0.53,,False,20110028,40.0,2012-01-25,32.5,False,Lenita Lauttasaari,5.49,,,,,,Ville Valo,Suomi,NaT,Valo Ville,Suomi,,Lenita Lauttasaari,,,Maksettu,Alv 23 %,40.0,Puhelinneuvottelu,Puhelinneuvottelu,Phone meeting,Avoin,Palkkio
 Perinnönjako,20120003,Perintöoikeus,Nelli Niittykumpu,0.0,,Palvelu,Palvelu,Lenita Lauttasaari,2012-05-02,,2012-01-25,200.0,2.0,,False,20110044,40.0,2012-05-02,10.0,False,Lenita Lauttasaari,0.0,,,,,,Ville Valo,Suomi,NaT,Valo Ville,Suomi,,Lenita Lauttasaari,,,Laskutettu,Alv 23 %,40.0,Tutkittu asiaa,Tutkittu asiaa,Investigation,Avoin,Palkkio
 Perunkirjoitus,20120004,Perheoikeus,Viivi Vuosaari,0.0,,valkeakoski,valkeakoski,Viivi Vuosaari,2012-01-25,,2012-01-25,,0.0,,False,,,NaT,,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Mainio Minna,Suomi,,Viivi Vuosaari,,,Kirjattu,Alv 8 %,26.0,Junalippu helsinki-vankila-helsinki,Junalippu,Train ticket,Avoin,Kulu
 Perunkirjoitus,20120004,Perheoikeus,Viivi Vuosaari,3.0,,valkeakoski,valkeakoski,Viivi Vuosaari,2012-01-25,,2012-01-25,170.0,3.0,,False,,,NaT,480.0,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Mainio Minna,Suomi,,Viivi Vuosaari,,,Kirjattu,,510.0,Laadittu perukirja 3 h,Laadittu kirje,Writing a letter,Avoin,Palkkio
 Perunkirjoitus,20120004,Perheoikeus,Viivi Vuosaari,2.5,,valkeakoski,valkeakoski,Viivi Vuosaari,2012-01-18,,2012-01-18,170.0,2.5,,False,,,NaT,395.0,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Mainio Minna,Suomi,,Viivi Vuosaari,,,Kirjattu,,425.0,Neuvottelu vankilassa,Neuvottelu vankilassa,Meeting in a prison,Avoin,Palkkio
 Perunkirjoitus,20120004,Perheoikeus,Viivi Vuosaari,0.0,,valkeakoski,valkeakoski,Viivi Vuosaari,2012-01-25,,2012-01-25,0.0,0.0,,False,,,NaT,10.0,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Mainio Minna,Suomi,,Viivi Vuosaari,,,Kirjattu,,40.0,Puhelinneuvottelu ,Puhelinneuvottelu,Phone meeting,Avoin,Palkkio
 Perunkirjoitus,20120004,Perheoikeus,Viivi Vuosaari,0.0,Laskutettava,valkeakoski,valkeakoski,Viivi Vuosaari,2012-01-25,,2012-01-25,,0.0,,False,,,NaT,,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Mainio Minna,Suomi,,Viivi Vuosaari,,,Kirjattu,Alv 22 %,21.0,Valokopiot,Valokopiot,Making copies,Avoin,Kulu
 Perunkirjoitus,20120004,Perheoikeus,Viivi Vuosaari,0.5,,valkeakoski,valkeakoski,Viivi Vuosaari,2012-01-26,,2012-01-26,170.0,0.5,,False,,,NaT,55.0,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Mainio Minna,Suomi,,Viivi Vuosaari,,,Kirjattu,,85.0,allekirjoitustilaisuus 30 min,Sopimuksen luonnostelu,Contract sketching,Avoin,Palkkio
 Perunkirjoitus,20120004,Perheoikeus,Viivi Vuosaari,5.0,,valkeakoski,valkeakoski,Viivi Vuosaari,2012-06-15,,2012-06-15,170.0,5.0,,False,,,NaT,820.0,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Mainio Minna,Suomi,,Viivi Vuosaari,,,Kirjattu,,850.0,haastehakemuksen laatiminen,haastehakemuksen laatiminen,Writing a complaint,Avoin,Palkkio
 Perunkirjoitus,20120004,Perheoikeus,Viivi Vuosaari,0.0,,valkeakoski,valkeakoski,Viivi Vuosaari,2012-01-25,,2012-01-25,0.0,0.0,,False,,,NaT,0.0,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Mainio Minna,Suomi,,Viivi Vuosaari,,,Kirjattu,,30.0,puhelinneuvottelu,Esiintyminen oikeudessa,Court appearance,Avoin,Palkkio
 Perunkirjoitus,20120004,Perheoikeus,Viivi Vuosaari,0.0,,valkeakoski,valkeakoski,Viivi Vuosaari,2012-01-25,,2012-01-25,,0.0,,False,,,NaT,,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Mainio Minna,Suomi,,Viivi Vuosaari,,,Kirjattu,,22.5,virkatodistus,Yleiskulu,General expenses,Avoin,Kulu
 Oikeusturvatapaus,20120005,Konsultointia,Helen Hakaniemi,0.0,,Edunvalvontapalvelu,Edunvalvontapalvelu,Helen Hakaniemi,2012-01-25,,2012-01-25,200.0,2.96,,False,20110030,3000.0,2012-01-25,2970.0,False,Helen Hakaniemi,2889.02,,,,,,Katri Kalteri,Suomi,NaT,Kalteri Katri,Suomi,Other,Helen Hakaniemi,,,Maksettu,Alv 23 %,3000.0,Tutkittu asiaa,Tutkittu asiaa,Investigation,Tulostettu,Palkkio
 Perintöcase,20120006,Perintöoikeus,Helen Hakaniemi,0.0,,valkeakoski,Arviointipalvelu,Helen Hakaniemi,2012-06-15,,2012-06-15,,0.0,,False,,,NaT,,False,Helen Hakaniemi,0.0,,,,,,,,NaT,Eerola Eero,Suomi,,Helen Hakaniemi,,,Kirjattu,Alv 9 %,50.0,Luokittelematon,Luokittelematon,Unclassified,Avoin,Kulu
 Perintöcase,20120006,Perintöoikeus,Helen Hakaniemi,5.0,,valkeakoski,valkeakoski,Helen Hakaniemi,2012-01-25,,2012-01-25,170.0,5.0,,False,,,NaT,820.0,False,Helen Hakaniemi,0.0,,,,,,,,NaT,Eerola Eero,Suomi,,Helen Hakaniemi,,,Kirjattu,,850.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Avoin,Palkkio
 Perintöcase,20120006,Perintöoikeus,Helen Hakaniemi,0.0,,valkeakoski,Lakipalveluja,Helen Hakaniemi,2012-09-17,,2012-09-17,,0.0,,False,,,NaT,,False,Helen Hakaniemi,0.0,,,,,,,,NaT,Eerola Eero,Suomi,,Helen Hakaniemi,,,Kirjattu,Alv 0 %,79.0,Oikeudenkäyntimaksu,Oikeudenkäyntimaksu,Court,Avoin,Kulu
 Rikosoikeus,20120007,Rikosoikeus,Helen Hakaniemi,0.0,,Palvelu,Palvelu,Kustaa Kulosaari,2012-10-03,,2012-02-16,,0.0,,False,20110040,100.0,2012-02-24,,False,Kati Alley,100.0,,,,,,Hannu Hanhi Oy,Suomi,2012-10-03,Hannu Hanhi Oy,Suomi,Prospect,Helen Hakaniemi,Kati Alley,,Maksettu,Veroton,100.0,Kilometrikorvaus,Kilometrikorvaus,Mileage allowance,Maksettu,Kulu
 Rikosoikeus,20120007,Rikosoikeus,Helen Hakaniemi,15.0,,Palvelu,Palvelu,Kustaa Kulosaari,2012-10-03,,2012-02-24,170.0,15.0,,False,20110040,821.9,2012-02-24,791.9,False,Kati Alley,821.9,,,,,,Hannu Hanhi Oy,Suomi,2012-10-03,Hannu Hanhi Oy,Suomi,Prospect,Helen Hakaniemi,Kati Alley,,Maksettu,Alv 23 %,821.9,Laadittu kirjelmä,Muu,Other,Maksettu,Palkkio
 Rikosoikeus,20120007,Rikosoikeus,Helen Hakaniemi,0.0,,Palvelu,Palvelu,Kustaa Kulosaari,2012-10-03,,2012-02-24,,0.0,,False,20110040,48.26,2012-02-24,,False,Kati Alley,48.26,,,,,,Hannu Hanhi Oy,Suomi,2012-10-03,Hannu Hanhi Oy,Suomi,Prospect,Helen Hakaniemi,Kati Alley,,Maksettu,Veroton,48.26,Matkakulut,Luokittelematon,Unclassified,Maksettu,Kulu
 Rikosoikeus,20120007,Rikosoikeus,Helen Hakaniemi,0.75,,Palvelu,Palvelu,Kustaa Kulosaari,2012-10-03,,2012-02-16,170.0,0.75,,False,20110040,41.1,2012-02-24,33.6,False,Kati Alley,41.1,,,,,,Hannu Hanhi Oy,Suomi,2012-10-03,Hannu Hanhi Oy,Suomi,Prospect,Helen Hakaniemi,Kati Alley,,Maksettu,Alv 23 %,41.1,Neuvottelu puhelimessa,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Rikosoikeus,20120007,Rikosoikeus,Helen Hakaniemi,15.0,,Palvelu,Palvelu,Kustaa Kulosaari,2012-10-03,,2012-02-24,170.0,15.0,,False,20110040,821.9,2012-02-24,791.9,False,Kati Alley,821.9,,,,,,Hannu Hanhi Oy,Suomi,2012-10-03,Hannu Hanhi Oy,Suomi,Prospect,Helen Hakaniemi,Kati Alley,,Maksettu,Alv 23 %,821.9,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Maksettu,Palkkio
 Rikosoikeus,20120007,Rikosoikeus,Helen Hakaniemi,9.0,,Palvelu,Palvelu,Kustaa Kulosaari,2012-10-03,,2012-02-16,170.0,9.0,,False,20110040,493.2,2012-02-24,463.2,False,Kati Alley,493.2,,,,,,Hannu Hanhi Oy,Suomi,2012-10-03,Hannu Hanhi Oy,Suomi,Prospect,Helen Hakaniemi,Kati Alley,,Maksettu,Alv 23 %,493.2,Neuvottelu vankilassa,Neuvottelu vankilassa,Meeting in a prison,Maksettu,Palkkio
 Rikosoikeus,20120007,Rikosoikeus,Helen Hakaniemi,15.0,Laskutettava,Palvelu,Palvelu,Kustaa Kulosaari,2012-10-03,,2012-02-17,170.0,15.0,,False,20110040,821.9,2012-02-24,791.9,False,Kati Alley,821.9,,,,,,Hannu Hanhi Oy,Suomi,2012-10-03,Hannu Hanhi Oy,Suomi,Prospect,Helen Hakaniemi,Kati Alley,,Maksettu,Alv 23 %,821.9,Sopimus,Sopimus,Contract,Maksettu,Palkkio
 riita,20120008,Konsultointia,Nelli Niittykumpu,0.25,,Lakipalveluja,Lakipalveluja,Nelli Niittykumpu,2012-02-16,,2012-02-16,170.0,0.25,,False,,,NaT,12.5,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,möttönen oy,Suomi,,Nelli Niittykumpu,,,Kirjattu,,42.5,Puhelinneuvottelu,Puhelinneuvottelu,Phone meeting,Avoin,Palkkio
 riita,20120008,Konsultointia,Nelli Niittykumpu,5.0,,Lakipalveluja,Lakipalveluja,Nelli Niittykumpu,2012-02-16,,2012-02-16,170.0,5.0,,False,,,NaT,820.0,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,möttönen oy,Suomi,,Nelli Niittykumpu,,,Kirjattu,,850.0,haastehakemuksen laatiminen,haastehakemuksen laatiminen,Writing a complaint,Avoin,Palkkio
 Tunarien ongelmien selvittelyä,20120009,Konsultointia,Kossu Kamppi,0.8999999999999999,,Lakipalveluja,Lakipalveluja,Kossu Kamppi,2012-06-11,,2012-02-16,170.0,0.8999999999999999,,False,20110042,51.0,2012-04-02,51.0,False,Kati Alley,51.0,,,,,,Tammelan Tunarit Oy,Suomi,2012-06-11,Tammelan Tunarit Oy,Suomi,Customer,Kati Alley,,,Maksettu,Alv 23 %,51.0,Lisätty toimenpide vedoslaskun muodostamisen jälkeen,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Tunarien ongelmien selvittelyä,20120009,Konsultointia,Kati Alley,10.0,,Lakipalveluja,Lakipalveluja,Kossu Kamppi,2012-05-08,Asiantuntija,2012-04-11,150.0,10.0,,False,20110046,750.0,2012-05-08,750.0,False,Kati Alley,0.0,,,,,,Tammelan Tunarit Oy,Suomi,NaT,Tammelan Tunarit Oy,Suomi,Customer,Kati Alley,,,Laskutettu,Alv 23 %,750.0,Matkustamiseen käytetty aika,Matkustamiseen käytetty aika,Travel time,Avoin,Palkkio
 Tunarien ongelmien selvittelyä,20120009,Konsultointia,Kati Alley,0.25,,Lakipalveluja,Lakipalveluja,Kossu Kamppi,2012-10-04,Asiantuntija,2012-10-04,300.0,0.25,,False,,,NaT,75.0,False,Kati Alley,0.0,,,,,,,,NaT,Tammelan Tunarit Oy,Suomi,Customer,Kati Alley,,,Kirjattu,,75.0,Puhelinneuvottelu Kujalan ja Sorasen välillä,Puhelinneuvottelu,Phone meeting,Avoin,Palkkio
 Tunarien ongelmien selvittelyä,20120009,Konsultointia,Kossu Kamppi,0.0,Laskutettava,Lakipalveluja,Lakipalveluja,Kossu Kamppi,2012-06-11,,2012-02-16,,0.0,,False,20110042,128.46,2012-04-02,,False,Kati Alley,128.46,,,,,,Tammelan Tunarit Oy,Suomi,2012-06-11,Tammelan Tunarit Oy,Suomi,Customer,Kati Alley,,,Maksettu,Alv 23 %,128.46,Päätöksen lunastus,Päätöksen lunastus,Resolution claim,Maksettu,Kulu
 Tunarien ongelmien selvittelyä,20120009,Konsultointia,Kossu Kamppi,0.0,,Lakipalveluja,Lakipalveluja,Kossu Kamppi,2012-06-11,,2012-02-16,200.0,3.0,,False,20110042,100.0,2012-04-02,100.0,False,Kati Alley,100.0,,,,,,Tammelan Tunarit Oy,Suomi,2012-06-11,Tammelan Tunarit Oy,Suomi,Customer,Kati Alley,,,Maksettu,Alv 23 %,100.0,Tutkittu asiaa tosi paljon,Tutkittu asiaa,Investigation,Maksettu,Palkkio
 Nalle asioihin liittyvää konsultointia,20120010,Konsultointia,Kaapo Koivusaari,5.0,,Palvelu,Palvelu,Kaapo Koivusaari,2013-01-04,,2013-01-04,280.0,5.0,,False,,,NaT,1400.0,False,Kaapo Koivusaari,0.0,,,,,,,,NaT,Nalle Nopsa Oy,Suomi,Prospect,Kaapo Koivusaari,,,Kirjattu,,1400.0,Haastehakemuksen laatiminen,haastehakemuksen laatiminen,Writing a complaint,Avoin,Palkkio
 Nalle asioihin liittyvää konsultointia,20120010,Konsultointia,Kaapo Koivusaari,0.0,,Palvelu,Palvelu,Kaapo Koivusaari,2012-02-16,,2012-02-16,,0.0,,False,20110037,50.0,2012-02-16,,False,Kaapo Koivusaari,0.0,,,,,,Nalle Nopsa Oy,Suomi,NaT,Nalle Nopsa Oy,Suomi,Prospect,Kaapo Koivusaari,,,Laskutettu,Veroton,50.0,Kaupparekisteriote,Kaupparekisteriote,Trade register document,Avoin,Kulu
 Nalle asioihin liittyvää konsultointia,20120010,Konsultointia,Kaapo Koivusaari,1.0,,Palvelu,Palvelu,Kaapo Koivusaari,2013-01-04,,2013-01-04,170.0,1.0,,False,,,NaT,170.0,False,Kaapo Koivusaari,0.0,,,,,,,,NaT,Nalle Nopsa Oy,Suomi,Prospect,Kaapo Koivusaari,,,Kirjattu,,170.0,Laadittu kirje,Laadittu kirje,Writing a letter,Avoin,Palkkio
 Nalle asioihin liittyvää konsultointia,20120010,Konsultointia,Kaapo Koivusaari,3.0,,Palvelu,Palvelu,Kaapo Koivusaari,2012-02-16,,2012-02-16,170.0,3.0,,False,H2012-025,255.0,2012-02-16,255.0,False,Kaapo Koivusaari,0.0,,,,,,Nalle Nopsa Oy,Suomi,NaT,Nalle Nopsa Oy,Suomi,Prospect,Kaapo Koivusaari,,,Laskutettu,Alv 23 %,255.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Hyvitetty,Palkkio
 Nalle asioihin liittyvää konsultointia,20120010,Konsultointia,Kaapo Koivusaari,0.5,,Palvelu,Palvelu,Kaapo Koivusaari,2012-02-16,,2012-02-16,100.0,0.5,,False,H2012-025,25.0,2012-02-16,25.0,False,Kaapo Koivusaari,0.0,,,,,,Nalle Nopsa Oy,Suomi,NaT,Nalle Nopsa Oy,Suomi,Prospect,Kaapo Koivusaari,,,Laskutettu,Alv 23 %,25.0,Puhelinneuvottelu Nalle Nopsan kanssa,Puhelinneuvottelu,Phone meeting,Hyvitetty,Palkkio
 Osakeanti,20120012,Rahoitusoikeus,Viivi Vuosaari,2.0,,Lakipalveluja,Lakipalveluja,Viivi Vuosaari,2012-02-16,,2012-02-16,170.0,2.0,,False,,,NaT,310.0,False,Viivi Vuosaari,0.0,,,,,,,,NaT,Käheä Konsultti Oy,Suomi,,Viivi Vuosaari,,,Kirjattu,,340.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Avoin,Palkkio
 Tvist,20120013,Konsultointia,Helen Hakaniemi,5.0,,Lakipalveluja,,Kustaa Kulosaari,2012-10-09,,2012-10-09,85.0,5.0,,False,,,NaT,395.0,False,Kustaa Kulosaari,0.0,,,,,,,,NaT,Anders And,Suomi,,Kustaa Kulosaari,,,Kirjattu,,425.0,Matkustamiseen käytetty aika,Matkustamiseen käytetty aika,Travel time,Avoin,Palkkio
 Tvist,20120013,Konsultointia,Kustaa Kulosaari,8.0,,Lakipalveluja,Lakipalveluja,Kustaa Kulosaari,2012-02-16,,2012-02-16,260.0,8.0,,False,,,NaT,2050.0,False,Kustaa Kulosaari,0.0,,,,,,,,NaT,Anders And,Suomi,,Kustaa Kulosaari,,,Kirjattu,,2080.0,"Uppvaktat tingsrätten, möte med huvudmannen, epost Sabel",Esiintyminen oikeudessa,Court appearance,Avoin,Palkkio
 Perheoikeus   oikeusturvatapaus,20120014,Perheoikeus,Helen Hakaniemi,44.38,,Kehitys,Kehitys,Kustaa Kulosaari,2012-02-16,,2012-02-16,170.0,44.38,,False,20110038,2550.0,2012-02-16,2520.0,False,Helen Hakaniemi,2444.31,Kolmio Oy,Suomi,,Nelli Niittykumpu,Asiakas,Ahdinko Oy,Norja,NaT,Ahdinko Oy,Norja,,Helen Hakaniemi,,,Maksettu,Alv 23 %,2550.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Tulostettu,Palkkio
 Pikkuprinsessan perintö,20120015,Perheoikeus,Nelli Niittykumpu,2.0,,,,Nelli Niittykumpu,2012-02-24,,2012-02-24,170.0,2.0,,False,,,NaT,310.0,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,Pirkko Bernadotte Oy,Ruotsi,,Nelli Niittykumpu,,,Kirjattu,,340.0,Laadittu asiakirja,Muu,Other,Avoin,Palkkio
 Pikkuprinsessan perintö,20120015,Perheoikeus,Nelli Niittykumpu,0.5,,,,Nelli Niittykumpu,2012-02-24,,2012-02-24,170.0,0.5,,False,,,NaT,-30.0,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,Pirkko Bernadotte Oy,Ruotsi,,Nelli Niittykumpu,,,Kirjattu,,0.0,Puhelinneuvottelu,Muu,Other,Avoin,Palkkio
 Pikkuprinsessan perintö,20120015,Perheoikeus,Nelli Niittykumpu,0.0,,,,Nelli Niittykumpu,2012-02-24,,2012-02-24,,0.0,,False,,,NaT,,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,Pirkko Bernadotte Oy,Ruotsi,,Nelli Niittykumpu,,,Kirjattu,Alv 23 %,19.07,Taksimatka Eira-Sörnäinen,Luokittelematon,Unclassified,Avoin,Kulu
 Oikeusturvatapaus,20120016,Konsultointia,Kati Alley,10.0,,,,Helen Hakaniemi,2012-03-28,Asiantuntija,2012-03-28,500.0,10.0,,False,20110041,2500.0,2012-03-28,2500.0,False,Kati Alley,0.0,,,,,,Roope Ankka,Suomi,NaT,Ankka Roope,Suomi,,Kati Alley,,,Laskutettu,Alv 23 %,2500.0,Muu,Muu,Other,Tulostettu,Palkkio
 Oikeusturvatapaus,20120017,Perheoikeus,Helen Hakaniemi,148.68,,,,Helen Hakaniemi,2012-05-02,,2012-05-02,170.0,148.68,,False,20110045,8500.0,2012-05-02,8470.0,False,Helen Hakaniemi,8275.0,,,,,,Katri Kalteri,Suomi,NaT,Kalteri Katri,Suomi,Other,Helen Hakaniemi,,,Maksettu,Veroton,8500.0,Käynti asiakkaan luona,Käynti asiakkaan luona,Visiting the customer,Tulostettu,Palkkio
 Oikeusturvatapaus,20120017,Perheoikeus,Helen Hakaniemi,1.0,,,,Helen Hakaniemi,2012-10-09,,2012-10-09,170.0,1.0,,False,,,NaT,140.0,False,Helen Hakaniemi,0.0,,,,,,,,NaT,Kalteri Katri,Suomi,Other,Helen Hakaniemi,,,Kirjattu,,170.0,Laadittu kirje,Laadittu kirje,Writing a letter,Avoin,Palkkio
 Oikeusturvatapaus,20120018,Perintöoikeus,Kati Alley,2.0,,,,Kustaa Kulosaari,2012-05-14,Asiantuntija,2012-05-14,300.0,2.0,,False,20110047,1000.0,2012-05-14,1000.0,False,Elias Muonio,0.0,Kolmio Oy,Suomi,,Nelli Niittykumpu,Asiakas,Ahdinko Oy,Norja,NaT,Ahdinko Oy,Norja,,Kati Alley,,,Laskutettu,Alv 23 %,1000.0,Laadittu kirje,Laadittu kirje,Writing a letter,Tulostettu,Palkkio
 Pahoinpitely,20120020,Rikosoikeus,Kati Alley,1.5,,,,Yki Kontula,2013-05-14,Asiantuntija,2013-05-14,100.0,1.5,,False,,,NaT,0.0,True,Elias Muonio,0.0,,,,,,,,NaT,Asiakas Arto,Suomi,,Mikko Tavastia,,,Kirjattu,,0.0,Asiakirjan laadinta,Laadittu kirje,Writing a letter,Ei laskuteta,Palkkio
 Pahoinpitely,20120020,Rikosoikeus,Mikko Tavastia,2.5,,,,Yki Kontula,2012-05-03,,2012-05-03,100.0,2.5,,False,,,NaT,250.0,False,Elias Muonio,0.0,,,,,,,,NaT,Asiakas Arto,Suomi,,Mikko Tavastia,,,Kirjattu,,250.0,Neuvottelu,Neuvottelu,Negotiation,Avoin,Palkkio
